Nummero Accident;Categorie de route;Nom de la route
202200002248; Route Départementale;D103
202200002249;Voie Communales;CRS DE LA LIBERATION
202200002250;Voie Communales;
202200002251;Autoroute;A11
202200002252;Voie Communales;
202200002253; Route Départementale;80
202200002254;Voie Communales;BD ALFRED DANEY
202200002255;Autoroute;A660
202200002256; Route Départementale;ANATOLE FRANCE (BLD) PAIR
202200002257;Voie Communales;
202200002258;Autoroute;8
202200002259;Routes de métropole urbaine;RD383   11.750 A 14.250
202200002260;Voie Communales;CHE FERRO LEBRES
202200002261; Route Départementale;4
202200002262;Autoroute;71
202200002263; Route Départementale;192
202200002264;Voie Communales;GRASSINAIS (RUE DE LA )
202200002265; Route Départementale;ROUTE DE LA SERRE DE NEROUS
202200002266;Route nationale;12
202200002267;Route nationale;VERDUN (AVENUE DE)
202200002268;Autoroute;10
202200002269; Route Départementale;35
202200002270; Route Départementale;MORBIHAN AVENUE DU
202200002271;Route nationale;DALADIER (BD EDOUARD)
202200002272;Autoroute;A9
202200002273; Route Départementale;934
202200002274; Route Départementale;GRENOBLE (ROUTE DE)
202200002275;Autoroute;43
202200002276;Voie Communales;NATION (VOIE DE LA)
202200002277; Route Départementale;20
202200002278; Route Départementale;417
202200002279;Voie Communales;
202200002280;Routes de métropole urbaine;M6   448.490 A 449.450
202200002281;Route nationale;2
202200002282;Voie Communales;RAVEL ( Allée Maurice)
202200002283; Route Départementale;611
202200002284; Route Départementale;115
202200002285;Voie Communales;FOURCHES (Chemin des )
202200002286;Voie Communales;RM18
202200002287;Voie Communales;
202200002288;Voie Communales;BAINS (RUE DES)
202200002289;Voie Communales;JAURES (Avenue Jean)
202200002290; Route Départementale;RD
202200002291; Route Départementale;137
202200002292;Routes de métropole urbaine;MORNANT (DE) (RTE)
202200002293; Route Départementale;
202200002294;Voie Communales;
202200002295;Voie Communales;
202200002296;Route nationale;ROCADE (RN 124 OUEST)
202200002297;Route nationale;8
202200002298;Voie Communales;MONTPLAISIR (RUE)
202200002299; Route Départementale;11
202200002300; Route Départementale;973
202200002301;Route nationale;1
202200002302;Voie Communales;GENERAL FOY (AVENUE DU )
202200002303;Voie Communales;Vallées (rue des )
202200002304;Voie Communales;57
202200002305;Route nationale;1
202200002306; Route Départementale;6015
202200002307;Voie Communales;LIBERATION (AVENUE)
202200002308;Voie Communales;SAKAKINI (BOULEVARD)
202200002309;Voie Communales;
202200002310;Voie Communales;ANTONIN (SQUARE)
202200002311; Route Départementale;81
202200002312; Route Départementale;ROLAND DORGELES (BOULEVARD)
202200002313;Route nationale;ALES (ROUTE)
202200002314;Voie Communales;
202200002315; Route Départementale;401
202200002316;Voie Communales;PIERRE DRAMARD (BOULEVARD)
202200002317;Route nationale;MONTPELLIER (ROUTE DE)
202200002318;Voie Communales;BLANCARDE (BOULEVARD)
202200002319; Route Départementale;54
202200002320;Voie Communales;CAPUS ALFRED (RUE)
202200002321; Route Départementale;402
202200002322; Route Départementale;CLEMENCEAU (AV GEORGES)
202200002323; Route Départementale;152
202200002324;Routes de métropole urbaine;M6   448.490 A 449.450
202200002325;Routes de métropole urbaine;CURIE PIERRE ET MARIE AVENUE
202200002326; Route Départementale;KENNEDY (AV DU PDT. JOHN FIDGERALD)
202200002327; Route Départementale;988
202200002328;Route nationale;N186
202200002329; Route Départementale;SAINT-SEVER (AV DE)
202200002330; Route Départementale;13
202200002331;Autoroute;AUTOROUTE A104
202200002332;Route nationale;30
202200002333;Voie Communales;CHATILLON (DE)
202200002334;Route nationale;20
202200002335;Autoroute;AUTOROUTE A3
202200002336;Routes de métropole urbaine;2204
202200002337; Route Départementale;107
202200002338;autre;JAURES (BD JEAN)
202200002339;Route nationale;RN104
202200002340;Parc de stationnement ouvert à la circulation publique;SAINT CHRISTOPHE (AVENUE)
202200002341;Route nationale;205
202200002342;Voie Communales;BUFFA (RUE DE LA)
202200002343;Voie Communales;mamoudzou centre-Rassi Boina Kaïm (rue)
202200002344;Route nationale;t10
202200002345;Voie Communales;ANGLAIS (A PARTIR DU N° 351)
202200002346;Voie Communales;GAMBETTA ( BOULEVARD )
202200002347; Route Départementale;150
202200002348;Voie Communales;RABAN (ROUTE DE)
202200002349;Voie Communales;STALINGRAD (BD DE)
202200002350;Voie Communales;PORTE DE BAGNOLET
202200002351;Voie Communales;
202200002352; Route Départementale;BADUEL (ROUTE DE)
202200002353; Route Départementale;907
202200002354;Voie Communales;ECHANGEUR AUTEUIL
202200002355;Voie Communales;SAINT-ROCH (BD DE)
202200002356; Route Départementale;50
202200002357;Voie Communales;kaweni-Kaweni nord ( Z I )
202200002358; Route Départementale;ZEPHIR (ROCADE)
202200002359;Voie Communales;RUE NOTRE DAME DES CHAMPS
202200002360; Route Départementale;JULES PRINCET [CD115] (RUE)
202200002361; Route Départementale;24
202200002362;Voie Communales;GRANDE BRETAGNE (DE)                (AV)
202200002363; Route Départementale;2
202200002364;Voie Communales;RUE DE ROME
202200002365; Route Départementale;D135
202200002366; Route Départementale;912
202200002367; Route Départementale;RD5
202200002368;Voie Communales;VIABERT (DE LA)                     (R )
202200002369;Voie Communales;ECHANGEUR CHAMPERRET
202200002370; Route Départementale;
202200002371; Route Départementale;577
202200002372; Route Départementale;30
202200002373; Route Départementale;D15
202200002374;Voie Communales;BOULEVARD DU BOIS LE PRETRE
202200002375; Route Départementale;CARNOT (ROND POINT)
202200002376; Route Départementale;610
202200002377;Voie Communales;SARI - AV EMILE
202200002378; Route Départementale;HONFLEUR (COTE DE)
202200002379;Voie Communales;BOULEVARD DES BATIGNOLLES
202200002380; Route Départementale;62
202200002381;Voie Communales;TOUTES RUES
202200002382; Route Départementale;25
202200002383; Route Départementale;TROUVILLE (ROUTE DE)
202200002384; Route Départementale;ROUTE DE BOULIQUI
202200002385;Voie Communales;AVENUE PAUL APPELL
202200002386; Route Départementale;941
202200002387;Voie Communales;X
202200002388;Voie Communales;DUMANOIR ( ALLEE )
202200002389; Route Départementale;
202200002390;Voie Communales;AVENUE PARMENTIER
202200002391;Voie Communales;
202200002392;Voie Communales;ALPHONSE SOEUR RUE
202200002393; Route Départementale;86
202200002394;Voie Communales;RUE LAMARTINE
202200002395; Route Départementale;43
202200002396;autre;
202200002397;Voie Communales;MARECHAL JUIN AVENUE
202200002398;Routes de métropole urbaine;19
202200002399;Voie Communales;RUE ETIENNE MARCEL
202200002400;Autoroute;
202200002401;Parc de stationnement ouvert à la circulation publique;AV DE LA COMMUNE DE PARIS
202200002402; Route Départementale;902
202200002403; Route Départementale;EDMONT MICHELET (R)
202200002404; Route Départementale;JAURES (AVENUE JEAN)
202200002405; Route Départementale;48
202200002406; Route Départementale;N RN 446
202200002407; Route Départementale;R.D.20
202200002408;Voie Communales;HENRI MARTIN (R)
202200002409; Route Départementale;119
202200002410; Route Départementale;1075
202200002411;Voie Communales;PONT DES HALLES (R DU)
202200002412;Voie Communales;SCHUMAN (BOULEVARD ROBERT)
202200002413; Route Départementale;ROCADE (BOULEVARD DE LA)
202200002414; Route Départementale;24
202200002415;Voie Communales;PASTEUR VALERY RADOT(IMPASSE ET RUE)
202200002416;Voie Communales;NAUGEAT (AVENUE DE
202200002417;Voie Communales;QUAI DE LA MONNAIE
202200002418; Route Départementale;7
202200002419;Voie Communales;NOTRE-DAME
202200002420; Route Départementale;PAUL VERLAINE (R)
202200002421; Route Départementale;BELLAC (RUE DE)
202200002422;Routes de métropole urbaine;10
202200002423;Voie Communales;GIREUGNE (DE)
202200002424; Route Départementale;3
202200002425;Voie Communales;PIERRE GUIGNOIS (R)
202200002426; Route Départementale;5
202200002427;Route nationale;ROUTE DEPARTEMENTALE 920
202200002428;Voie Communales;FERME DU PARADIS (RUE DE LA)
202200002429;Voie Communales;PARC (AVENUE DU)
202200002430;Voie Communales;COLS VERTS (SQUARE DES)
202200002431;Autoroute;7
202200002432; Route Départementale;CONVENTION (RUE DE LA)
202200002433;Route nationale;12
202200002434; Route Départementale;RUE DU GENERAL DE GAULLE
202200002435; Route Départementale;474
202200002436; Route Départementale;906
202200002437; Route Départementale;DURAND GEORGES (AV) N° IMP 313 ET plus
202200002438; Route Départementale;683
202200002439;Voie Communales;
202200002440; Route Départementale;965
202200002441; Route Départementale;HERRIOT EDOUARD  AV
202200002442; Route Départementale;9
202200002443; Route Départementale;2
202200002444;Route nationale;65
202200002445;Routes de métropole urbaine;JEAN MERMOZ                             
202200002446; Route Départementale;69
202200002447;Voie Communales;LEBLOIS (BOULEVARD)
202200002448; Route Départementale;226
202200002449;Voie Communales;LAUTERBOURG (RUE DE)
202200002450; Route Départementale;106
202200002451;Voie Communales;
202200002452;Voie Communales;UNTERELSAU (RUE DE L )
202200002453;Voie Communales;
202200002454;Route nationale;57
202200002455; Route Départementale;627
202200002456; Route Départementale;1089
202200002457;Voie Communales;RHIN (ROUTE DU)
202200002458;Routes de métropole urbaine;111
202200002459;Voie Communales;LINGOLSHEIM
202200002460;Voie Communales;
202200002461; Route Départementale;358
202200002462; Route Départementale;CENTENAIRE (BOULEVARD DU)
202200002463; Route Départementale;35
202200002464; Route Départementale;70
202200002465;Voie Communales;VEYRIN PHILIPPE (RUE)
202200002466;Voie Communales;RECTEUR JEAN SARRAILH
202200002467; Route Départementale;92
202200002468; Route Départementale;4
202200002469;Voie Communales;ALSACE LORRAINE (BOULEVARD)
202200002470;Routes de métropole urbaine;LECLERC RUE DU GENERAL
202200002471; Route Départementale;968
202200002472; Route Départementale;d927
202200002473;Voie Communales;YPRES RUE D
202200002474;Route nationale;165  (ROUTE NATIONALE)
202200002475; Route Départementale;30
202200002476;Voie Communales;BRADFER ( RUE ERNEST )
202200002477; Route Départementale;19
202200002478; Route Départementale;JOFFRE (RUE DU MARECHAL)
202200002479; Route Départementale;15
202200002480; Route Départementale;910
202200002481;Voie Communales;RHIN (AV. DU)
202200002482; Route Départementale;252
202200002483;Voie Communales;BOUDONVILLE (Rue de)
202200002484;Voie Communales;SO
202200002485;Routes de métropole urbaine;BRIGACHTAL (AVENUE DE)
202200002486; Route Départementale;411
202200002487;Voie Communales;JAURES (AVENUE JEAN)
202200002488; Route Départementale;572
202200002489;Voie Communales; -
202200002490;Voie Communales;
202200002491;Voie Communales;AIGUILLETTES  (BD 5 A 73-2 A 94)
202200002492;Voie Communales;C3
202200002493;Voie Communales;GAUTHIER (RUE THEOPHILE)
202200002494; Route Départementale;x
202200002495;Voie Communales;POMMERY (BOULEVARD)
202200002496;Voie Communales;
202200002497;Voie Communales;EPERNAY (AVENUE D') COTE IMPAIR
202200002498; Route Départementale;
202200002499; Route Départementale;DIVISION LECLERC
202200002500; Route Départementale;89
202200002501;Voie Communales;EUROPE (AVENUE DE L')
202200002502;Voie Communales;PASTEUR AVENUE
202200002503; Route Départementale;GOUDOUNECHE(AVENUE ALBERT)
202200002504; Route Départementale;923
202200002505;Voie Communales;PERVENCHES (RUE DES)
202200002506;Voie Communales;PONT DE LA ROTONDE
202200002507; Route Départementale;ROCADE SUD (RD 824)
202200002508;Voie Communales;RUE JEAN VEYRAT
202200002509;Voie Communales;
202200002510;Voie Communales;
202200002511; Route Départementale;BLANC CAMILLE (BOULEVARD)
202200002512;Voie Communales;RTE DE PAUILLAC
202200002513;Voie Communales;AVE DES PYRENEES
202200002514;Autoroute;ROCADE Entrée n° 7
202200002515;Voie Communales;SAINT ALOR RUE
202200002516;Route nationale;RN 165
202200002517;Voie Communales;PEN AR CH'LEUZ (ROND POINT)
202200002518; Route Départementale;
202200002519; Route Départementale;SAINT MARC (RUE DE)
202200002520;Voie Communales;BOURROCHES (DES) (BOULEVARD)
202200002521;Voie Communales;VAUCANSON   RUE DE
202200002522; Route Départementale;ROUTE NATIONALE 113 - AGAVON
202200002523; Route Départementale;PORT DE BOUC ROUTE DE
202200002524;Voie Communales;CAP PINEDE (Avenue)
202200002525;Voie Communales;ROCHE FOURCADE (AVENUE DE LA)
202200002526;Voie Communales;BONNES NOUVELLES (CH.DES)
202200002527;Voie Communales;LARGENTIER (RUE)
202200002528; Route Départementale;DEPARTEMENTALE 4096
202200002529;Voie Communales;PROVANA-DE-LEYNI (R.)
202200002530;Voie Communales;RAYBAUD JOSEPH
202200002531;Voie Communales;BORNALA (AV. DE LA)
202200002532;Voie Communales;RAYNAUD (BD AUGUSTE)
202200002533;Voie Communales;QUAI DES ETATS UNIS
202200002534;Voie Communales;POMPIDOU (BD GEORGES)
202200002535; Route Départementale;39
202200002536;Voie Communales;128
202200002537; Route Départementale;7
202200002538;Route nationale;7
202200002539; Route Départementale;931
202200002540; Route Départementale;30
202200002541;Route nationale;402
202200002542; Route Départementale;66
202200002543;Voie Communales;
202200002544; Route Départementale;3
202200002545; Route Départementale;20
202200002546; Route Départementale;923
202200002547;Autoroute;4
202200002548; Route Départementale;RN20
202200002549; Route Départementale;6085
202200002550;Autoroute;a77
202200002551; Route Départementale;100
202200002552; Route Départementale;781
202200002553; Route Départementale;406
202200002554;Voie Communales;
202200002555;Route nationale;12
202200002556; Route Départementale;604
202200002557;Voie Communales;
202200002558; Route Départementale;
202200002559; Route Départementale;676
202200002560;Route nationale;12
202200002561;Voie Communales;229
202200002562;Voie Communales;
202200002563; Route Départementale;
202200002564; Route Départementale;978
202200002565; Route Départementale;448
202200002566; Route Départementale;936
202200002567; Route Départementale;27
202200002568; Route Départementale;609
